what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358896037975
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896043397
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896049485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358896053061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896123428
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896161924
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896177784
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896179025
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896185206
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896389426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896657229
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896658135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358896769938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358896787826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358896793720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358897041838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358897083391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358897084256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358903105285
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358903198724
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358903203310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358903210051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358903910751
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358903994094
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904000553
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904015982
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904017949
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904033283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904034132
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904035171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904036509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904054520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904068305
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904185864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904193173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358904196492
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1358904196998
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904198478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904210060
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904211048
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904213578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904214307
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904216315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358904219559
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904304180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904305000
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904322525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904335961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904898561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904952952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358905086260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358905202119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358910030427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358910524276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358910530906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358910533372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358910535475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358910838947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358911083259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358911295937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358911682132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358911684543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358915740961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358915744903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358915754715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358915968772
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1358915974781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358915982713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358964721622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977107991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977108862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977108917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977108967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977123146
