what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550384217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550461757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550470762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550471876
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361550489008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361550501195
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361550509473
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361550511619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550511854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550524543
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361550540269
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361550580778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361550688156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361552555024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361552623668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361552725644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361552781580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560807909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560810116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560870693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560927186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560936515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560946076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560966015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560967326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361560980976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561048274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561124359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561183772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361561195429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561302220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561359973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561375071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561412158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561527950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561634701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561674887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561743880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561745549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561779824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361561837157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361561838309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561868573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561869609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561872110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561876679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561877705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561884137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561885516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561886893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361561896857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562021566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361562245201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361562246724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562417256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562418400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562434446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562689733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562692131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562718263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562749798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562758345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562760418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562760548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562760559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562765210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562783638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562788625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562789347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562802627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562819961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562823956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562829329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562831442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562837659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562839724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562849546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562853049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562865640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562868579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562904033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562905771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562929032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361562934915
