what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899213241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899213883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899214111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899249952
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361899252971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361899295082
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361899297105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899297110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899297785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899298014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899311623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361899318897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899346636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899410836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361899483667
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361899484960
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361899486891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899486897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899487529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899487774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361899506330
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361899509602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1361899525419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361899534442
